"","State","Industry","Series ID","Month","Turnover"
"222","Victoria","Takeaway food services","A3349566A",2000 Sep,104.5
"223","Victoria","Takeaway food services","A3349566A",2000 Oct,118.7
"224","Victoria","Takeaway food services","A3349566A",2000 Nov,124.5
"225","Victoria","Takeaway food services","A3349566A",2000 Dec,134.4
"226","Victoria","Takeaway food services","A3349566A",2001 Jan,135.7
"227","Victoria","Takeaway food services","A3349566A",2001 Feb,120.4
"228","Victoria","Takeaway food services","A3349566A",2001 Mar,135.4
"229","Victoria","Takeaway food services","A3349566A",2001 Apr,136.7
"230","Victoria","Takeaway food services","A3349566A",2001 May,128.8
"231","Victoria","Takeaway food services","A3349566A",2001 Jun,126.4
"232","Victoria","Takeaway food services","A3349566A",2001 Jul,129
"233","Victoria","Takeaway food services","A3349566A",2001 Aug,131.7
"234","Victoria","Takeaway food services","A3349566A",2001 Sep,130.3
"235","Victoria","Takeaway food services","A3349566A",2001 Oct,132.7
"236","Victoria","Takeaway food services","A3349566A",2001 Nov,133.7
"237","Victoria","Takeaway food services","A3349566A",2001 Dec,142.2
"238","Victoria","Takeaway food services","A3349566A",2002 Jan,147.1
"239","Victoria","Takeaway food services","A3349566A",2002 Feb,128.9
"240","Victoria","Takeaway food services","A3349566A",2002 Mar,141.3
"241","Victoria","Takeaway food services","A3349566A",2002 Apr,141.9
"242","Victoria","Takeaway food services","A3349566A",2002 May,140.1
"243","Victoria","Takeaway food services","A3349566A",2002 Jun,137.6
"244","Victoria","Takeaway food services","A3349566A",2002 Jul,158.8
"245","Victoria","Takeaway food services","A3349566A",2002 Aug,152.9
"246","Victoria","Takeaway food services","A3349566A",2002 Sep,155.1
"247","Victoria","Takeaway food services","A3349566A",2002 Oct,150.3
"248","Victoria","Takeaway food services","A3349566A",2002 Nov,153.5
"249","Victoria","Takeaway food services","A3349566A",2002 Dec,160.3
"250","Victoria","Takeaway food services","A3349566A",2003 Jan,160.3
"251","Victoria","Takeaway food services","A3349566A",2003 Feb,139.1
"252","Victoria","Takeaway food services","A3349566A",2003 Mar,151.2
"253","Victoria","Takeaway food services","A3349566A",2003 Apr,152
"254","Victoria","Takeaway food services","A3349566A",2003 May,153.7
"255","Victoria","Takeaway food services","A3349566A",2003 Jun,151.3
"256","Victoria","Takeaway food services","A3349566A",2003 Jul,160.7
"257","Victoria","Takeaway food services","A3349566A",2003 Aug,148.6
"258","Victoria","Takeaway food services","A3349566A",2003 Sep,149.7
"259","Victoria","Takeaway food services","A3349566A",2003 Oct,149.3
"260","Victoria","Takeaway food services","A3349566A",2003 Nov,147.3
"261","Victoria","Takeaway food services","A3349566A",2003 Dec,157.1
"262","Victoria","Takeaway food services","A3349566A",2004 Jan,149.4
"263","Victoria","Takeaway food services","A3349566A",2004 Feb,139.9
"264","Victoria","Takeaway food services","A3349566A",2004 Mar,147.8
"265","Victoria","Takeaway food services","A3349566A",2004 Apr,156.2
"266","Victoria","Takeaway food services","A3349566A",2004 May,150.8
"267","Victoria","Takeaway food services","A3349566A",2004 Jun,143.6
"268","Victoria","Takeaway food services","A3349566A",2004 Jul,163.1
"269","Victoria","Takeaway food services","A3349566A",2004 Aug,162.5
"270","Victoria","Takeaway food services","A3349566A",2004 Sep,170.6
"271","Victoria","Takeaway food services","A3349566A",2004 Oct,161.1
"272","Victoria","Takeaway food services","A3349566A",2004 Nov,157.5
"273","Victoria","Takeaway food services","A3349566A",2004 Dec,167
"274","Victoria","Takeaway food services","A3349566A",2005 Jan,162.2
"275","Victoria","Takeaway food services","A3349566A",2005 Feb,151
"276","Victoria","Takeaway food services","A3349566A",2005 Mar,162.1
"277","Victoria","Takeaway food services","A3349566A",2005 Apr,171.5
"278","Victoria","Takeaway food services","A3349566A",2005 May,170.4
"279","Victoria","Takeaway food services","A3349566A",2005 Jun,164.7
"280","Victoria","Takeaway food services","A3349566A",2005 Jul,181.7
"281","Victoria","Takeaway food services","A3349566A",2005 Aug,180.7
"282","Victoria","Takeaway food services","A3349566A",2005 Sep,178.1
"283","Victoria","Takeaway food services","A3349566A",2005 Oct,186.7
"284","Victoria","Takeaway food services","A3349566A",2005 Nov,182
"285","Victoria","Takeaway food services","A3349566A",2005 Dec,197.5
"286","Victoria","Takeaway food services","A3349566A",2006 Jan,173.3
"287","Victoria","Takeaway food services","A3349566A",2006 Feb,159
"288","Victoria","Takeaway food services","A3349566A",2006 Mar,179.4
"289","Victoria","Takeaway food services","A3349566A",2006 Apr,186.2
"290","Victoria","Takeaway food services","A3349566A",2006 May,182.8
"291","Victoria","Takeaway food services","A3349566A",2006 Jun,184.8
"292","Victoria","Takeaway food services","A3349566A",2006 Jul,183.1
"293","Victoria","Takeaway food services","A3349566A",2006 Aug,191
"294","Victoria","Takeaway food services","A3349566A",2006 Sep,188.5
"295","Victoria","Takeaway food services","A3349566A",2006 Oct,187.5
"296","Victoria","Takeaway food services","A3349566A",2006 Nov,186.1
"297","Victoria","Takeaway food services","A3349566A",2006 Dec,198.5
"298","Victoria","Takeaway food services","A3349566A",2007 Jan,191
"299","Victoria","Takeaway food services","A3349566A",2007 Feb,183.1
"300","Victoria","Takeaway food services","A3349566A",2007 Mar,204.6
"301","Victoria","Takeaway food services","A3349566A",2007 Apr,208.6
"302","Victoria","Takeaway food services","A3349566A",2007 May,200.4
"303","Victoria","Takeaway food services","A3349566A",2007 Jun,193.7
"304","Victoria","Takeaway food services","A3349566A",2007 Jul,200.7
"305","Victoria","Takeaway food services","A3349566A",2007 Aug,211.7
"306","Victoria","Takeaway food services","A3349566A",2007 Sep,203.4
"307","Victoria","Takeaway food services","A3349566A",2007 Oct,203
"308","Victoria","Takeaway food services","A3349566A",2007 Nov,196.9
"309","Victoria","Takeaway food services","A3349566A",2007 Dec,206.9
"310","Victoria","Takeaway food services","A3349566A",2008 Jan,205.4
"311","Victoria","Takeaway food services","A3349566A",2008 Feb,200.8
"312","Victoria","Takeaway food services","A3349566A",2008 Mar,210.9
"313","Victoria","Takeaway food services","A3349566A",2008 Apr,203.1
"314","Victoria","Takeaway food services","A3349566A",2008 May,214.3
"315","Victoria","Takeaway food services","A3349566A",2008 Jun,202.2
"316","Victoria","Takeaway food services","A3349566A",2008 Jul,208.7
"317","Victoria","Takeaway food services","A3349566A",2008 Aug,215.2
"318","Victoria","Takeaway food services","A3349566A",2008 Sep,209
"319","Victoria","Takeaway food services","A3349566A",2008 Oct,221.5
"320","Victoria","Takeaway food services","A3349566A",2008 Nov,221.7
"321","Victoria","Takeaway food services","A3349566A",2008 Dec,219.5
"322","Victoria","Takeaway food services","A3349566A",2009 Jan,225.4
"323","Victoria","Takeaway food services","A3349566A",2009 Feb,217.2
"324","Victoria","Takeaway food services","A3349566A",2009 Mar,239
"325","Victoria","Takeaway food services","A3349566A",2009 Apr,245.5
"326","Victoria","Takeaway food services","A3349566A",2009 May,245.9
"327","Victoria","Takeaway food services","A3349566A",2009 Jun,236.1
"328","Victoria","Takeaway food services","A3349566A",2009 Jul,251.7
"329","Victoria","Takeaway food services","A3349566A",2009 Aug,278
"330","Victoria","Takeaway food services","A3349566A",2009 Sep,264.9
"331","Victoria","Takeaway food services","A3349566A",2009 Oct,299.8
"332","Victoria","Takeaway food services","A3349566A",2009 Nov,299.4
"333","Victoria","Takeaway food services","A3349566A",2009 Dec,340.3
"334","Victoria","Takeaway food services","A3349566A",2010 Jan,284.8
"335","Victoria","Takeaway food services","A3349566A",2010 Feb,275.4
"336","Victoria","Takeaway food services","A3349566A",2010 Mar,312
"337","Victoria","Takeaway food services","A3349566A",2010 Apr,300.8
"338","Victoria","Takeaway food services","A3349566A",2010 May,302.6
"339","Victoria","Takeaway food services","A3349566A",2010 Jun,301.7
"340","Victoria","Takeaway food services","A3349566A",2010 Jul,315.2
"341","Victoria","Takeaway food services","A3349566A",2010 Aug,315.2
"342","Victoria","Takeaway food services","A3349566A",2010 Sep,294.6
"343","Victoria","Takeaway food services","A3349566A",2010 Oct,301.1
"344","Victoria","Takeaway food services","A3349566A",2010 Nov,298.9
"345","Victoria","Takeaway food services","A3349566A",2010 Dec,336.1
"346","Victoria","Takeaway food services","A3349566A",2011 Jan,273.5
"347","Victoria","Takeaway food services","A3349566A",2011 Feb,257.4
"348","Victoria","Takeaway food services","A3349566A",2011 Mar,301
"349","Victoria","Takeaway food services","A3349566A",2011 Apr,309.6
"350","Victoria","Takeaway food services","A3349566A",2011 May,308.9
"351","Victoria","Takeaway food services","A3349566A",2011 Jun,294.7
"352","Victoria","Takeaway food services","A3349566A",2011 Jul,324.3
"353","Victoria","Takeaway food services","A3349566A",2011 Aug,312.9
"354","Victoria","Takeaway food services","A3349566A",2011 Sep,308.4
"355","Victoria","Takeaway food services","A3349566A",2011 Oct,312.4
"356","Victoria","Takeaway food services","A3349566A",2011 Nov,308.1
"357","Victoria","Takeaway food services","A3349566A",2011 Dec,339
"358","Victoria","Takeaway food services","A3349566A",2012 Jan,284.4
"359","Victoria","Takeaway food services","A3349566A",2012 Feb,276.5
"360","Victoria","Takeaway food services","A3349566A",2012 Mar,310.1
"361","Victoria","Takeaway food services","A3349566A",2012 Apr,297.7
"362","Victoria","Takeaway food services","A3349566A",2012 May,314.8
"363","Victoria","Takeaway food services","A3349566A",2012 Jun,321.5
"364","Victoria","Takeaway food services","A3349566A",2012 Jul,304.9
"365","Victoria","Takeaway food services","A3349566A",2012 Aug,301.1
"366","Victoria","Takeaway food services","A3349566A",2012 Sep,295
"367","Victoria","Takeaway food services","A3349566A",2012 Oct,308.7
"368","Victoria","Takeaway food services","A3349566A",2012 Nov,316.7
"369","Victoria","Takeaway food services","A3349566A",2012 Dec,333.4
"370","Victoria","Takeaway food services","A3349566A",2013 Jan,287.8
"371","Victoria","Takeaway food services","A3349566A",2013 Feb,262.2
"372","Victoria","Takeaway food services","A3349566A",2013 Mar,301.8
"373","Victoria","Takeaway food services","A3349566A",2013 Apr,286.9
"374","Victoria","Takeaway food services","A3349566A",2013 May,283.9
"375","Victoria","Takeaway food services","A3349566A",2013 Jun,282
"376","Victoria","Takeaway food services","A3349566A",2013 Jul,282
"377","Victoria","Takeaway food services","A3349566A",2013 Aug,289.3
"378","Victoria","Takeaway food services","A3349566A",2013 Sep,276
"379","Victoria","Takeaway food services","A3349566A",2013 Oct,288.1
"380","Victoria","Takeaway food services","A3349566A",2013 Nov,292.9
"381","Victoria","Takeaway food services","A3349566A",2013 Dec,326.9
"382","Victoria","Takeaway food services","A3349566A",2014 Jan,288.3
"383","Victoria","Takeaway food services","A3349566A",2014 Feb,250.1
"384","Victoria","Takeaway food services","A3349566A",2014 Mar,274.3
"385","Victoria","Takeaway food services","A3349566A",2014 Apr,281.4
"386","Victoria","Takeaway food services","A3349566A",2014 May,291.8
"387","Victoria","Takeaway food services","A3349566A",2014 Jun,294
"388","Victoria","Takeaway food services","A3349566A",2014 Jul,320.6
"389","Victoria","Takeaway food services","A3349566A",2014 Aug,314.5
"390","Victoria","Takeaway food services","A3349566A",2014 Sep,316.3
"391","Victoria","Takeaway food services","A3349566A",2014 Oct,321
"392","Victoria","Takeaway food services","A3349566A",2014 Nov,323.3
"393","Victoria","Takeaway food services","A3349566A",2014 Dec,336.6
"394","Victoria","Takeaway food services","A3349566A",2015 Jan,310.4
"395","Victoria","Takeaway food services","A3349566A",2015 Feb,267.1
"396","Victoria","Takeaway food services","A3349566A",2015 Mar,282.2
"397","Victoria","Takeaway food services","A3349566A",2015 Apr,281.2
"398","Victoria","Takeaway food services","A3349566A",2015 May,281.1
"399","Victoria","Takeaway food services","A3349566A",2015 Jun,276.8
"400","Victoria","Takeaway food services","A3349566A",2015 Jul,293
"401","Victoria","Takeaway food services","A3349566A",2015 Aug,291.2
"402","Victoria","Takeaway food services","A3349566A",2015 Sep,296.2
"403","Victoria","Takeaway food services","A3349566A",2015 Oct,310.1
"404","Victoria","Takeaway food services","A3349566A",2015 Nov,318.7
"405","Victoria","Takeaway food services","A3349566A",2015 Dec,348.9
"406","Victoria","Takeaway food services","A3349566A",2016 Jan,300.8
"407","Victoria","Takeaway food services","A3349566A",2016 Feb,271.3
"408","Victoria","Takeaway food services","A3349566A",2016 Mar,306.9
"409","Victoria","Takeaway food services","A3349566A",2016 Apr,306
"410","Victoria","Takeaway food services","A3349566A",2016 May,303.3
"411","Victoria","Takeaway food services","A3349566A",2016 Jun,301.3
"412","Victoria","Takeaway food services","A3349566A",2016 Jul,324.8
"413","Victoria","Takeaway food services","A3349566A",2016 Aug,327.7
"414","Victoria","Takeaway food services","A3349566A",2016 Sep,344.7
"415","Victoria","Takeaway food services","A3349566A",2016 Oct,345.8
"416","Victoria","Takeaway food services","A3349566A",2016 Nov,342.7
"417","Victoria","Takeaway food services","A3349566A",2016 Dec,367.2
"418","Victoria","Takeaway food services","A3349566A",2017 Jan,326.3
"419","Victoria","Takeaway food services","A3349566A",2017 Feb,273.9
"420","Victoria","Takeaway food services","A3349566A",2017 Mar,326.9
"421","Victoria","Takeaway food services","A3349566A",2017 Apr,323.6
"422","Victoria","Takeaway food services","A3349566A",2017 May,311.2
"423","Victoria","Takeaway food services","A3349566A",2017 Jun,307.6
"424","Victoria","Takeaway food services","A3349566A",2017 Jul,316.4
"425","Victoria","Takeaway food services","A3349566A",2017 Aug,327.2
"426","Victoria","Takeaway food services","A3349566A",2017 Sep,328.3
"427","Victoria","Takeaway food services","A3349566A",2017 Oct,347.8
"428","Victoria","Takeaway food services","A3349566A",2017 Nov,349.7
"429","Victoria","Takeaway food services","A3349566A",2017 Dec,379.8
"430","Victoria","Takeaway food services","A3349566A",2018 Jan,325.2
"431","Victoria","Takeaway food services","A3349566A",2018 Feb,300.6
"432","Victoria","Takeaway food services","A3349566A",2018 Mar,330.4
"433","Victoria","Takeaway food services","A3349566A",2018 Apr,312.1
"434","Victoria","Takeaway food services","A3349566A",2018 May,319.8
"435","Victoria","Takeaway food services","A3349566A",2018 Jun,324.1
"436","Victoria","Takeaway food services","A3349566A",2018 Jul,349.4
"437","Victoria","Takeaway food services","A3349566A",2018 Aug,355.7
"438","Victoria","Takeaway food services","A3349566A",2018 Sep,356.9
"439","Victoria","Takeaway food services","A3349566A",2018 Oct,359.2
"440","Victoria","Takeaway food services","A3349566A",2018 Nov,354.9
"441","Victoria","Takeaway food services","A3349566A",2018 Dec,393.2
